GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments 
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,497334.1934,497334.19340,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,480516.3648,480516.36480,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,459353.7954,459353.79540,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,229394.8182,229394.81820,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,99729.6965,99729.69650,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,493381.8551,493381.85510,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,488518.23,488518.23000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,326157.2532,326157.25320,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,219515.4982,219515.49820,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,497931.1634,497931.16340,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,496101.8092,496101.80920,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,455550.9325,455550.93250,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,398904.1519,398904.15190,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,498473.9056,498473.90560,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,497651.3231,497651.32310,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,490203.1874,490203.18740,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,476696.4766,476696.47660,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,99801.59628,99801.59628,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,498615.7429,498615.74290,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,493785.358,493785.35800,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,485536.933,485536.93300,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,363607.0149,363607.01490,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,329092.5929,329092.59290,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,5031974.916,5031974.91600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,4051770.158,4051770.15800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,890549.4483,890549.44830,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,298394.9749,298394.97490,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,6661829.356,6661829.35600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,5666865.222,5666865.22200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,2264650.001,2264650.00100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,1379375.356,1379375.35600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,7362625.562,7362625.56200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,6366196.528,6366196.52800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,3891133.839,3891133.83900,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,2917182.165,2917182.16500,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,190881.7731,190881.77310,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,7926034.471,7926034.47100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,4543652.778,4543652.77800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,3558322.56,3558322.56000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,1235943.76,1235943.76000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,510391.4272,510391.42720,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,6068600.865,6068600.86500,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,5074888.533,5074888.53300,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,1688219.466,1688219.46600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,866530.2495,866530.24950,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,7613360.593,7613360.59300,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,6617979.104,6617979.10400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,5624156.161,5624156.16100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,3161845.654,3161845.65400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,2209656.385,2209656.38500,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,8077916.204,8077916.20400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,7180912.872,7180912.87200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,4696435.112,4696435.11200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,3710198.048,3710198.04800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,2737235.13,2737235.13000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,573481.1882,573481.18820,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGELT1,<1 year,,FMLE,Female,,,,,,,,8309822.641,8309822.64100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,5320985.107,5320985.10700,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,4329344.489,4329344.48900,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,1914369.231,1914369.23100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,1042015.344,1042015.34400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,346315.9354,346315.93540,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,6932374.789,6932374.78900,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,5935714.208,5935714.20800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,2484101.016,2484101.01600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,1552881.881,1552881.88100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,7422150.292,7422150.29200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,6425003.256,6425003.25600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,3939693.408,3939693.40800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,2958571.765,2958571.76500,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,7823969.732,7823969.73200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,7326033.903,7326033.90300,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,3864145.156,3864145.15600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,2897552.472,2897552.47200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,746980.721,746980.72100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,209381.0661,209381.06610,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,5437776.835,5437776.83500,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,4449555.814,4449555.81400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,1177662.161,1177662.16100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,468932.1369,468932.13690,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,7097313.378,7097313.37800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,6101071.924,6101071.92400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,2658669.345,2658669.34500,,,,,
