Region Code: EU
"Region Name: Europe"
Country Code: LUX
"Country Name: Luxembourg"
Export date: 12/2/2022 10:47:49 AM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG1570,Self-inflicted injuries,2003,Female,Age_all,[All],8.00000000,0.39900249,3.34294836,3.49687030,
CG0768,Ill-defined malignant neoplasms,2003,Female,Age_all,[All],30.00000000,1.49625935,5.68465941,13.11326363,
CG1605,Ill-defined injuries/accidents,2003,Female,Age_all,[All],2.00000000,0.09975062,0.53135726,0.87421758,
CG1590,War,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1605,Ill-defined injuries/accidents,2003,All,Age_all,[All],4.00000000,0.10178117,0.75482496,0.88566115,
CG0395,COVID-19,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0070,Gonorrhoea,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0080,Other STDs,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0160,Tetanus,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0170,Meningitis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0250,Leishmaniasis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0330,Ascariasis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0340,Trichuriasis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0490,Perinatal conditions,2003,Male,Age_all,[All],8.00000000,0.41558442,5.26970354,3.58963314,
CG0500,Low birth weight,2003,Male,Age_all,[All],4.00000000,0.20779221,2.63485177,1.79481657,
CG0570,Iron-deficiency anaemia,2003,Male,Age_all,[All],2.00000000,0.10389610,0.65405229,0.89740828,
CG0580,Other nutritional disorders,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0630,Stomach cancer,2003,Male,Age_all,[All],29.00000000,1.50649351,10.05218324,13.01242013,
CG0640,Colon and rectum cancers,2003,Male,Age_all,[All],67.00000000,3.48051948,22.92717299,30.06317754,
CG0730,Prostate cancer,2003,Male,Age_all,[All],46.00000000,2.38961039,16.22761452,20.64039055,
CG0731,Testicular cancer,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0745,Mesothelioma,2003,Male,Age_all,[All],4.00000000,0.20779221,1.55652114,1.79481657,
CG0750,"Lymphomas, multiple myeloma",2003,Male,Age_all,[All],20.00000000,1.03896104,6.64587394,8.97408285,
CG0810,Neuropsychiatric conditions,2003,Male,Age_all,[All],107.00000000,5.55844156,39.78091518,48.01134324,
CG0820,Unipolar depressive disorders,2003,Male,Age_all,[All],2.00000000,0.10389610,0.85290148,0.89740828,
CG1610,Ill-defined diseases,2001,All,Age_all,[All],113.00000000,3.15026485,14.36232929,25.57718425,
CG0768,Ill-defined malignant neoplasms,2001,All,Age_all,[All],76.00000000,2.11876220,10.74692865,17.20235401,
CG0000,All Causes,2001,Male,Age_all,[All],1731.00000000,100.00000000,631.82378163,795.19666302,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2001,Male,Age_all,[All],74.00000000,4.27498556,29.00271333,33.99454250,
CG0090,HIV/AIDS,2001,Male,Age_all,[All],1.00000000,0.05777008,0.36157138,0.45938571,
CG0100,Diarrhoeal diseases,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0180,Hepatitis B,2001,Male,Age_all,[All],1.00000000,0.05777008,0.36157138,0.45938571,
CG0190,Hepatitis C,2001,Male,Age_all,[All],2.00000000,0.11554015,0.55660496,0.91877142,
CG0260,lymphatic filariasis,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0360,Other intestinal infections,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0510,Birth asphyxia and birth trauma,2001,Male,Age_all,[All],1.00000000,0.05777008,0.68522001,0.45938571,
CG0520,Other perinatal conditions,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0590,Noncommunicable diseases,2001,Male,Age_all,[All],1455.00000000,84.05545927,521.73334971,668.40620722,
CG0600,Malignant neoplasms,2001,Male,Age_all,[All],485.00000000,28.01848642,169.63726340,222.80206907,
CG0650,Liver cancer,2001,Male,Age_all,[All],17.00000000,0.98209128,5.95554486,7.80955706,
CG0660,Pancreas cancer,2001,Male,Age_all,[All],34.00000000,1.96418255,11.98328167,15.61911412,
CG0732,Kidney cancer,2001,Male,Age_all,[All],11.00000000,0.63547083,3.84200308,5.05324280,
CG0740,Bladder cancer,2001,Male,Age_all,[All],21.00000000,1.21317158,7.23219139,9.64709990,
CG0751,a. Hodgkin lymphoma,2001,Male,Age_all,[All],1.00000000,0.05777008,0.51607864,0.45938571,
CG0752,b. Non-Hodgkin lymphoma,2001,Male,Age_all,[All],11.00000000,0.63547083,3.69981802,5.05324280,
CG0830,Bipolar disorder,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0810,Neuropsychiatric conditions,2003,Female,Age_all,[All],132.00000000,6.58354115,24.58003258,57.69835997,
CG0860,Alcohol use disorders,2003,Female,Age_all,[All],5.00000000,0.24937656,1.34433688,2.18554394,
CG0910,Post-traumatic stress disorder,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0940,Insomnia (primary),2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0990,Glaucoma,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1040,Cardiovascular diseases,2003,Female,Age_all,[All],846.00000000,42.19451372,153.14274378,369.79403434,
CG1070,Ischaemic heart disease,2003,Female,Age_all,[All],223.00000000,11.12219451,42.38084040,97.47525964,
CG1130,Asthma,2003,Female,Age_all,[All],4.00000000,0.19950125,0.94607330,1.74843515,
CG1180,Appendicitis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1183,Inflammatory bowel disease,2003,Female,Age_all,[All],5.00000000,0.24937656,0.82361385,2.18554394,
CG1210,Nephritis and nephrosis,2003,Female,Age_all,[All],15.00000000,0.74812968,2.31822738,6.55663181,
CG1270,Osteoarthritis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1300,Other musculoskeletal disorders,2003,Female,Age_all,[All],6.00000000,0.29925187,1.32290256,2.62265273,
CG1350,Cleft lip,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1400,Congenital heart anomalies,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1430,Oral conditions,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1475,Sudden infant death syndrome,2003,Female,Age_all,[All],1.00000000,0.04987531,0.71845426,0.43710879,
CG1520,Falls,2003,Female,Age_all,[All],25.00000000,1.24688279,4.85507753,10.92771969,
CG1541,Exposure to mechanical forces,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1580,Violence,2003,Female,Age_all,[All],3.00000000,0.14962594,1.46114371,1.31132636,
CG0769,Other malignant neoplasms,2003,Female,Age_all,[All],15.00000000,0.74812968,2.66686671,6.55663181,
CG1099,Other circulatory diseases,2003,Female,Age_all,[All],116.00000000,5.78553616,21.76142551,50.70461937,
CG0890,Multiple sclerosis,2003,Male,Age_all,[All],2.00000000,0.10389610,0.57386703,0.89740828,
CG0900,Drug use disorders,2003,Male,Age_all,[All],10.00000000,0.51948052,3.76128678,4.48704142,
CG0910,Post-traumatic stress disorder,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0980,Sense organ diseases,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0990,Glaucoma,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1070,Ischaemic heart disease,2003,Male,Age_all,[All],279.00000000,14.49350649,95.71986666,125.18845574,
CG1080,Cerebrovascular disease,2003,Male,Age_all,[All],151.00000000,7.84415584,53.22814402,67.75432551,
CG1160,Peptic ulcer disease,2003,Male,Age_all,[All],6.00000000,0.31168831,2.34128890,2.69222485,
CG1170,Cirrhosis of the liver,2003,Male,Age_all,[All],47.00000000,2.44155844,16.03591140,21.08909470,
CG1180,Appendicitis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1200,Genitourinary diseases,2003,Male,Age_all,[All],9.00000000,0.46753247,3.24987962,4.03833728,
CG1210,Nephritis and nephrosis,2003,Male,Age_all,[All],7.00000000,0.36363636,2.52793444,3.14092900,
CG1290,Back pain,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1300,Other musculoskeletal disorders,2003,Male,Age_all,[All],2.00000000,0.10389610,0.64369269,0.89740828,
CG1370,Oesophageal atresia,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1380,Renal agenesis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1390,Down syndrome,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1460,Edentulism,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1540,Drownings,2003,Male,Age_all,[All],3.00000000,0.15584416,1.07831497,1.34611243,
CG1541,Exposure to mechanical forces,2003,Male,Age_all,[All],3.00000000,0.15584416,0.99149928,1.34611243,
CG1600,Other intentional injuries,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1610,Ill-defined diseases,2003,Male,Age_all,[All],53.00000000,2.75324675,18.95508868,23.78131955,
CG0840,Schizophrenia,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0920,Obsessive-compulsive disorder,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0930,Panic disorder,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1000,Cataracts,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1010,"Vision disorders, age-related",2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1090,Inflammatory heart diseases,2001,Male,Age_all,[All],28.00000000,1.61756210,10.24800562,12.86279986,
CG1110,Respiratory diseases,2001,Male,Age_all,[All],109.00000000,6.29693819,38.46127391,50.07304233,
CG1180,Appendicitis,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1181,Gastritis and duodenitis,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1182,Paralytic ileus and intestinal obstruction,2001,Male,Age_all,[All],4.00000000,0.23108030,1.34838099,1.83754284,
CG1220,Benign prostatic hypertrophy,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1230,Other genitourinary system diseases,2001,Male,Age_all,[All],2.00000000,0.11554015,0.68640510,0.91877142,
CG1310,Congenital anomalies,2001,Male,Age_all,[All],2.00000000,0.11554015,1.07152808,0.91877142,
CG1320,Abdominal wall defect,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1390,Down syndrome,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1400,Congenital heart anomalies,2001,Male,Age_all,[All],2.00000000,0.11554015,1.07152808,0.91877142,
CG1410,Spina bifida,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1475,Sudden infant death syndrome,2001,Male,Age_all,[All],5.00000000,0.28885038,3.42610004,2.29692855,
CG1480,Injuries,2001,Male,Age_all,[All],153.00000000,8.83882149,63.18483258,70.28601354,
CG1542,Natural disasters,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1550,Other unintentional injuries,2001,Male,Age_all,[All],25.00000000,1.44425188,9.36577184,11.48464274,
CG0768,Ill-defined malignant neoplasms,2001,Male,Age_all,[All],33.00000000,1.90641248,11.16667551,15.15972841,
CG0769,Other malignant neoplasms,2001,Male,Age_all,[All],12.00000000,0.69324090,4.48529654,5.51262851,
CG0768,Ill-defined malignant neoplasms,2003,Male,Age_all,[All],22.00000000,1.14285714,7.69594758,9.87149113,
CG0000,All Causes,2003,Female,Age_all,[All],2005.00000000,100.00000000,404.44773106,876.40311921,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2003,Female,Age_all,[All],145.00000000,7.23192020,29.75154846,63.38077421,
CG0090,HIV/AIDS,2003,Female,Age_all,[All],2.00000000,0.09975062,0.73000637,0.87421758,
CG0100,Diarrhoeal diseases,2003,Female,Age_all,[All],4.00000000,0.19950125,0.99317585,1.74843515,
CG0170,Meningitis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0180,Hepatitis B,2003,Female,Age_all,[All],2.00000000,0.09975062,0.65231661,0.87421758,
CG0260,lymphatic filariasis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0360,Other intestinal infections,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0430,Maternal haemorrhage,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0440,Maternal sepsis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0520,Other perinatal conditions,2003,Female,Age_all,[All],3.00000000,0.14962594,2.15536278,1.31132636,
CG0530,Nutritional deficiencies,2003,Female,Age_all,[All],6.00000000,0.29925187,0.96547473,2.62265273,
CG0610,Mouth and oropharynx cancers,2003,Female,Age_all,[All],7.00000000,0.34912718,2.14342943,3.05976151,
CG0611,a. Lip and oral cavity cancers,2003,Female,Age_all,[All],4.00000000,0.19950125,1.28593322,1.74843515,
CG0660,Pancreas cancer,2003,Female,Age_all,[All],28.00000000,1.39650873,5.92793021,12.23904605,
CG0670,"Trachea, bronchus, lung cancers",2003,Female,Age_all,[All],61.00000000,3.04239401,16.52279556,26.66363605,
CG0732,Kidney cancer,2003,Female,Age_all,[All],11.00000000,0.54862843,2.07745515,4.80819666,
CG0740,Bladder cancer,2003,Female,Age_all,[All],11.00000000,0.54862843,1.89694131,4.80819666,
CG0752,b. Non-Hodgkin lymphoma,2003,Female,Age_all,[All],12.00000000,0.59850374,3.03012954,5.24530545,
CG0753,c. Multiple myeloma,2003,Female,Age_all,[All],8.00000000,0.39900249,2.26588423,3.49687030,
CG0830,Bipolar disorder,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0840,Schizophrenia,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0920,Obsessive-compulsive disorder,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0930,Panic disorder,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1010,"Vision disorders, age-related",2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1090,Inflammatory heart diseases,2003,Female,Age_all,[All],18.00000000,0.89775561,3.62157676,7.86795818,
CG1110,Respiratory diseases,2003,Female,Age_all,[All],85.00000000,4.23940150,16.93974321,37.15424695,
CG1181,Gastritis and duodenitis,2003,Female,Age_all,[All],1.00000000,0.04987531,0.14350590,0.43710879,
CG1182,Paralytic ileus and intestinal obstruction,2003,Female,Age_all,[All],8.00000000,0.39900249,1.53053043,3.49687030,
CG1230,Other genitourinary system diseases,2003,Female,Age_all,[All],3.00000000,0.14962594,0.59969333,1.31132636,
CG1240,Skin diseases,2003,Female,Age_all,[All],4.00000000,0.19950125,0.63699153,1.74843515,
CG1250,Musculoskeletal diseases,2003,Female,Age_all,[All],7.00000000,0.34912718,1.50952488,3.05976151,
CG1320,Abdominal wall defect,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1330,Anencephaly,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1410,Spina bifida,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1420,Other Congenital anomalies,2003,Female,Age_all,[All],1.00000000,0.04987531,0.71845426,0.43710879,
CG1480,Injuries,2003,Female,Age_all,[All],93.00000000,4.63840399,24.03181738,40.65111725,
CG1490,Unintentional injuries,2003,Female,Age_all,[All],80.00000000,3.99002494,18.69636806,34.96870301,
CG1500,Road traffic accidents,2003,Female,Age_all,[All],11.00000000,0.54862843,4.13549241,4.80819666,
CG1550,Other unintentional injuries,2003,Female,Age_all,[All],41.00000000,2.04488778,8.03170299,17.92146029,
CG1560,Intentional injuries,2003,Female,Age_all,[All],11.00000000,0.54862843,4.80409207,4.80819666,
CG0789,Diabetes mellitus and endocrine disorders,2003,Female,Age_all,[All],42.00000000,2.09476309,10.11324005,18.35856908,
CG1098,Ill-defined circulatory diseases,2003,Female,Age_all,[All],241.00000000,12.01995012,40.91407870,105.34321782,
CG0789,Diabetes mellitus and endocrine disorders,2001,Male,Age_all,[All],27.00000000,1.55979203,9.92943270,12.40341416,
CG0020,Infectious and parasitic diseases,2001,Female,Age_all,[All],23.00000000,1.23922414,4.97629384,10.26245103,
CG0030,Tuberculosis,2001,Female,Age_all,[All],4.00000000,0.21551724,0.74356402,1.78477409,
CG0110,Childhood-cluster diseases,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0120,Pertussis,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0190,Hepatitis C,2001,Female,Age_all,[All],1.00000000,0.05387931,0.19341249,0.44619352,
CG0200,Malaria,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0210,Tropical-cluster diseases,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0290,Dengue,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0370,Other infectious diseases,2001,Female,Age_all,[All],13.00000000,0.70043103,2.32917794,5.80051580,
CG0380,Respiratory infections,2001,Female,Age_all,[All],51.00000000,2.74784483,8.27638674,22.75586968,
CG0450,Hypertensive disorders,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0460,Obstructed labour,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0540,Protein-energy malnutrition,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0550,Iodine deficiency,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0612,b. Nasopharynx cancers,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0613,c. Other pharynx cancer,2001,Female,Age_all,[All],2.00000000,0.10775862,0.33086355,0.89238705,
CG0680,Melanoma and other skin cancers,2001,Female,Age_all,[All],7.00000000,0.37715517,1.52973760,3.12335466,
CG0681,a. Malignant skin melanoma,2001,Female,Age_all,[All],6.00000000,0.32327586,1.34286996,2.67716114,
CG0741,Brain and nervous system cancers,2001,Female,Age_all,[All],16.00000000,0.86206897,4.56136123,7.13909637,
CG0742,Gallbladder and biliary tract cancer,2001,Female,Age_all,[All],2.00000000,0.10775862,0.32431871,0.89238705,
CG0760,Leukaemia,2001,Female,Age_all,[All],16.00000000,0.86206897,3.97400594,7.13909637,
CG0780,Other neoplasms,2001,Female,Age_all,[All],1.00000000,0.05387931,0.13745107,0.44619352,
CG0850,Epilepsy,2001,Female,Age_all,[All],3.00000000,0.16163793,1.07784066,1.33858057,
CG0860,Alcohol use disorders,2001,Female,Age_all,[All],7.00000000,0.37715517,1.92910156,3.12335466,
CG0940,Insomnia (primary),2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1030,Other sense organ disorders,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1040,Cardiovascular diseases,2001,Female,Age_all,[All],814.00000000,43.85775862,152.30352279,363.20152777,
CG1120,Chronic obstructive pulmonary disease,2001,Female,Age_all,[All],36.00000000,1.93965517,7.73267932,16.06296683,
CG1130,Asthma,2001,Female,Age_all,[All],12.00000000,0.64655172,2.68573992,5.35432228,
CG1183,Inflammatory bowel disease,2001,Female,Age_all,[All],3.00000000,0.16163793,0.46831462,1.33858057,
CG1184,Gallbladder and biliary diseases,2001,Female,Age_all,[All],4.00000000,0.21551724,0.65518226,1.78477409,
CG1260,Rheumatoid arthritis,2001,Female,Age_all,[All],2.00000000,0.10775862,0.43966011,0.89238705,
CG1270,Osteoarthritis,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1340,Anorectal atresia,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1350,Cleft lip,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1430,Oral conditions,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1440,Dental caries,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1500,Road traffic accidents,2001,Female,Age_all,[All],13.00000000,0.70043103,6.82553046,5.80051580,
CG1510,Poisonings,2001,Female,Age_all,[All],1.00000000,0.05387931,0.38972439,0.44619352,
CG1520,Falls,2001,Female,Age_all,[All],16.00000000,0.86206897,3.82370945,7.13909637,
CG1570,Self-inflicted injuries,2001,Female,Age_all,[All],23.00000000,1.23922414,7.65648974,10.26245103,
CG1580,Violence,2001,Female,Age_all,[All],4.00000000,0.21551724,2.08123459,1.78477409,
CG1099,Other circulatory diseases,2001,Female,Age_all,[All],93.00000000,5.01077586,17.76096999,41.49599764,
CG1605,Ill-defined injuries/accidents,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0050,Syphilis,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0060,Chlamydia,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0070,Gonorrhoea,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0140,Diphtheria,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0150,Measles,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0310,Trachoma,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0330,Ascariasis,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0400,Upper respiratory infections,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0410,Otitis media,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0490,Perinatal conditions,2002,All,Age_all,[All],14.00000000,0.38856508,4.74567442,3.13771897,
CG0500,Low birth weight,2002,All,Age_all,[All],8.00000000,0.22203719,2.71181395,1.79298227,
CG0570,Iron-deficiency anaemia,2002,All,Age_all,[All],4.00000000,0.11101860,0.51242542,0.89649113,
CG0580,Other nutritional disorders,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0590,Noncommunicable diseases,2002,All,Age_all,[All],2998.00000000,83.20843741,400.48628072,671.92010471,
CG0630,Stomach cancer,2002,All,Age_all,[All],36.00000000,0.99916736,5.01069480,8.06842020,
CG0640,Colon and rectum cancers,2002,All,Age_all,[All],114.00000000,3.16402998,15.28716274,25.54999731,
CG0700,Cervix uteri cancer,2002,All,Age_all,[All],6.00000000,0.16652789,0.96893626,1.34473670,
CG0710,Corpus uteri cancer,2002,All,Age_all,[All],12.00000000,0.33305579,1.53066805,2.68947340,
CG0742,Gallbladder and biliary tract cancer,2002,All,Age_all,[All],7.00000000,0.19428254,0.93903364,1.56885948,
CG0743,Larynx cancer,2002,All,Age_all,[All],11.00000000,0.30530114,1.73731870,2.46535062,
CG0780,Other neoplasms,2002,All,Age_all,[All],2.00000000,0.05550930,0.22353387,0.44824557,
CG0790,Diabetes mellitus,2002,All,Age_all,[All],54.00000000,1.49875104,7.07864804,12.10263031,
CG0870,Alzheimer and other dementias,2002,All,Age_all,[All],62.00000000,1.72078823,7.04538697,13.89561257,
CG0880,Parkinson disease,2002,All,Age_all,[All],35.00000000,0.97141271,4.09468214,7.84429742,
CG0950,Migraine,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0960,Mental Retardation,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1040,Cardiovascular diseases,2002,All,Age_all,[All],1413.00000000,39.21731890,177.49459710,316.68549298,
CG1050,Rheumatic heart disease,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1140,Other respiratory diseases,2002,All,Age_all,[All],67.00000000,1.85956148,8.44661273,15.01622649,
CG1150,Digestive diseases,2002,All,Age_all,[All],163.00000000,4.52400777,24.09999305,36.53201370,
CG1184,Gallbladder and biliary diseases,2002,All,Age_all,[All],8.00000000,0.22203719,0.96011016,1.79298227,
CG1185,Pancreatitis,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1260,Rheumatoid arthritis,2002,All,Age_all,[All],4.00000000,0.11101860,0.52079591,0.89649113,
CG1270,Osteoarthritis,2002,All,Age_all,[All],1.00000000,0.02775465,0.10410147,0.22412278,
CG1350,Cleft lip,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1430,Oral conditions,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1440,Dental caries,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1510,Poisonings,2002,All,Age_all,[All],3.00000000,0.08326395,0.71093007,0.67236835,
CG1520,Falls,2002,All,Age_all,[All],40.00000000,1.11018596,5.53666768,8.96491134,
CG1580,Violence,2002,All,Age_all,[All],8.00000000,0.22203719,1.93316026,1.79298227,
CG1590,War,2002,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1099,Other circulatory diseases,2002,All,Age_all,[All],164.00000000,4.55176242,21.15473651,36.75613648,
